CIK,Company_Name,Date,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16
712515,ELECTRONIC ARTS INC.,20180331,0.27788413,-0.045830444,0.121873684,0.20204566,0.15493344,-0.22138958,-0.48714477,-0.45348984,0.012570098,0.19795266,0.54378927,-0.10228832,0.22391078,-0.23649621,-0.19458945,0.4631214
712515,ELECTRONIC ARTS INC.,20190331,0.248818,-0.03424956,0.10402856,0.193031,0.1273371,-0.22068363,-0.47629982,-0.44981545,0.0052498393,0.19837442,0.5379608,-0.0960087,0.22962996,-0.22671358,-0.17735097,0.46887738
712515,ELECTRONIC ARTS INC.,20200331,0.111779176,0.0139172375,0.030507647,0.19594945,0.0025907457,-0.24404208,-0.42678392,-0.43142354,-0.00540914,0.20008487,0.5199085,-0.0874486,0.27682358,-0.20677544,-0.1316616,0.5043121
712515,ELECTRONIC ARTS INC.,20210331,0.2652975,-0.04028508,0.1154976,0.19771709,0.14214996,-0.22107466,-0.48149633,-0.45238775,0.008792289,0.19886911,0.54144984,-0.098831676,0.22694716,-0.23325627,-0.18771076,0.46702233
712515,ELECTRONIC ARTS INC.,20220331,0.276088,-0.04569593,0.12024305,0.20141071,0.1535534,-0.22149128,-0.48710197,-0.4531403,0.011859544,0.19795945,0.543536,-0.10157503,0.22373573,-0.23529315,-0.1930349,0.4628638
712515,ELECTRONIC ARTS INC.,20230331,0.2919575,-0.04743834,0.1325098,0.20479037,0.16810459,-0.22252356,-0.4895279,-0.457072,0.01644262,0.19855833,0.54358244,-0.10674992,0.22179085,-0.24297488,-0.20261168,0.46373174
714256,SANARA MEDTECH INC.,20181231,0.2430596,-0.039714664,0.09692878,0.18866304,0.123472884,-0.22060908,-0.47662777,-0.44414276,0.005087871,0.18707556,0.53811413,-0.08444525,0.23352556,-0.22235048,-0.18542024,0.46458903
714284,SORL AUTO PARTS INC,20171231,0.26782212,-0.082916856,0.053480618,0.12870462,0.17942278,-0.17834103,-0.5050664,-0.4205292,0.0032682493,0.1210365,0.53151083,-0.02724433,0.24985495,-0.17189465,-0.2282064,0.4942359
714284,"SORL AUTO PARTS, INC.",20181231,0.30828193,-0.061894625,0.13931027,0.20412031,0.18128724,-0.22545633,-0.50499713,-0.45950413,0.02334094,0.18835886,0.5537637,-0.10136278,0.2358108,-0.25158226,-0.23514274,0.4736431
714284,"SORL AUTO PARTS, INC.",20191231,0.24784738,-0.03165643,0.10580922,0.19250727,0.12494939,-0.22496457,-0.47772658,-0.44796628,0.007269684,0.19666137,0.5395162,-0.09063424,0.23273645,-0.22749361,-0.18411691,0.47113138
715446,ANIXA BIOSCIENCES INC,20171031,0.24154955,-0.02893424,0.098068975,0.1918965,0.119637355,-0.219668,-0.47364366,-0.44839093,0.004740149,0.19891226,0.53730035,-0.09784189,0.23251107,-0.22368252,-0.17182884,0.47242984
715446,ANIXA BIOSCIENCES INC,20181031,0.24288864,-0.03007923,0.098852135,0.1911866,0.12202731,-0.2205181,-0.4749055,-0.44877428,0.0047057457,0.19868752,0.5374263,-0.09573004,0.23088428,-0.22335738,-0.17284368,0.47027475
715446,ANIXA BIOSCIENCES INC,20191031,0.25110137,-0.016966999,0.10188677,0.18485579,0.13632685,-0.22138874,-0.4761325,-0.4498967,0.0062126853,0.20467976,0.5363392,-0.0930004,0.2168774,-0.21312644,-0.16212274,0.4641619
715788,"EVIO, INC.",20180930,0.80270034,0.0985104,0.30545476,0.5767473,0.4252785,-0.018216198,-0.3755632,-0.5013505,0.35344604,0.0061775595,0.47487658,-0.51836294,0.61786014,-0.7964983,-0.85547376,1.111476
715812,BIOSYNERGY INC,20180430,0.25015026,-0.026778877,0.108310275,0.19599894,0.1193349,-0.22621056,-0.4739747,-0.45299593,0.0057580657,0.2014516,0.5413186,-0.10356739,0.23695889,-0.23216152,-0.17921412,0.47668687
715812,BIOSYNERGY INC,20190430,0.27491277,-0.042280063,0.123530485,0.2046504,0.14705175,-0.22012232,-0.48133665,-0.45242375,0.012496062,0.19818255,0.54226726,-0.107966274,0.22943947,-0.24020162,-0.19438519,0.47104117
715957,"DOMINION ENERGY, INC",20181231,0.27943298,-0.014589697,0.17542925,0.20207073,0.1309636,-0.24161829,-0.43802702,-0.46428767,0.004534602,0.20941363,0.5199814,-0.10067804,0.22435962,-0.26851055,-0.20216523,0.47773153
715957,"DOMINION ENERGY, INC",20201231,0.16085267,-0.18341589,-0.04210057,0.18604791,0.13317548,-0.07204827,-0.51351076,-0.35321453,0.063943595,0.03409989,0.5200095,-0.022377862,0.3265719,-0.17774932,-0.3271075,0.5163356
715957,"DOMINION ENERGY, INC",20211231,0.24992004,0.37305784,0.036437646,0.5650516,0.007750809,-0.31512702,-0.22476573,-0.38129076,0.22351423,0.17775775,0.1885247,-0.40509242,0.17097642,-0.49197233,-0.116408706,0.57215804
715957,"DOMINION ENERGY, INC",20221231,0.2931679,0.032389626,0.16886953,0.20631367,0.1132101,-0.2576415,-0.41067633,-0.47767675,-0.0151933655,0.23593788,0.49551076,-0.16962872,0.2162299,-0.26676664,-0.12832199,0.52051336
716133,CINCINNATI BELL INC,20171231,0.32428026,-0.037347034,0.17009592,0.209627,0.18979403,-0.22248973,-0.47645965,-0.46516877,0.023274295,0.20285228,0.5333092,-0.12398587,0.222181,-0.26491347,-0.21941343,0.4859445
716133,CINCINNATI BELL INC,20181231,0.22165495,-0.01879038,0.092576094,0.18529333,0.09705636,-0.2199909,-0.4571094,-0.43960643,0.00061158836,0.19198588,0.52672714,-0.0907608,0.23886245,-0.21817261,-0.16659416,0.48178723
716634,READING INTERNATIONAL INC,20171231,0.23430312,0.037692383,0.14377928,0.19534455,0.062448747,-0.24484609,-0.40959188,-0.4596655,-0.014019158,0.22017105,0.5263235,-0.13360584,0.26722473,-0.247603,-0.15307534,0.54817957
716634,READING INTERNATIONAL INC,20181231,0.23888303,-0.016681105,0.111606695,0.18811521,0.108331725,-0.21377546,-0.44876942,-0.44102925,-0.0001200065,0.19599622,0.52200776,-0.10106832,0.23507427,-0.22560027,-0.16718614,0.49288088
716634,READING INTERNATIONAL INC,20191231,1.6209633,0.29786682,0.9282582,0.61145836,1.2405231,-0.6126456,-1.0537686,-0.59211946,0.5830684,0.02242323,0.58577025,-0.06846553,0.27314007,-0.60765314,-1.0941983,0.62725556
716634,READING INTERNATIONAL INC,20201231,0.25370866,-0.04172176,0.10232081,0.19477016,0.13622525,-0.2219392,-0.4858331,-0.4523154,0.007926486,0.19819881,0.54308975,-0.09341045,0.22748008,-0.22744787,-0.1830689,0.4605547
716634,READING INTERNATIONAL INC,20211231,0.26622796,-0.04994142,0.106418274,0.2008139,0.15053694,-0.22584754,-0.49800226,-0.4555848,0.013131216,0.19887252,0.54971886,-0.095066965,0.2239585,-0.23125014,-0.19216363,0.45092985
716634,READING INTERNATIONAL INC,20221231,0.24118929,-0.034885272,0.09623846,0.19194597,0.12303935,-0.22209063,-0.47906077,-0.44918942,0.005779125,0.19737914,0.53881824,-0.09243134,0.2309158,-0.22373563,-0.17630638,0.46538702
717423,MURPHY OIL CORP,20181231,0.13496912,0.0022636205,0.036633775,0.19229239,0.026900828,-0.23484582,-0.44040513,-0.43146044,-0.002636388,0.19659148,0.5231149,-0.086486965,0.26622918,-0.20461054,-0.13787809,0.49435717
717423,MURPHY OIL CORP,20191231,0.35811132,0.048421755,0.30300722,0.31053138,0.190867,-0.41661343,-0.5161737,-0.55281496,0.050679013,0.2909848,0.61691296,-0.10711962,0.27127662,-0.37183553,-0.29670668,0.472309
717423,MURPHY OIL CORP,20201231,0.18577383,-0.031664684,0.021598563,0.21358384,0.06985431,-0.24504782,-0.5165886,-0.41091472,0.018746085,0.17303888,0.55464095,-0.09048339,0.251982,-0.18975559,-0.16001517,0.4505786
717423,MURPHY OIL CORP,20211231,0.2617448,-0.03723173,0.11280138,0.19811362,0.13834596,-0.22318944,-0.48076215,-0.45286918,0.008836612,0.20111248,0.54270315,-0.098784655,0.22662547,-0.2321172,-0.18473952,0.46467784
717423,MURPHY OIL CORP,20221231,0.22713757,-0.026460811,0.090286486,0.18929675,0.10745497,-0.22260141,-0.47066027,-0.44538158,0.0037323236,0.19652078,0.53396726,-0.09175645,0.23533209,-0.22017825,-0.16938563,0.471706
717720,VALUE LINE INC,20180430,0.47184926,-0.028472036,0.28895643,0.26907176,0.31082368,-0.25041986,-0.52284443,-0.50232726,0.091603786,0.20549344,0.5412123,-0.15234222,0.23471794,-0.35225204,-0.35171443,0.50322855
718937,STAAR SURGICAL CO,20171231,0.25175208,-0.031671822,0.10905733,0.19305211,0.12763849,-0.2192587,-0.4715979,-0.44940573,0.0048782006,0.19867411,0.5359216,-0.09816469,0.22996306,-0.22842619,-0.17766498,0.47337672
718937,STAAR SURGICAL CO,20181231,0.27377954,-0.042043418,0.12113225,0.20071012,0.14884797,-0.22103755,-0.4831621,-0.4526466,0.010758445,0.19860321,0.542456,-0.102520205,0.22580023,-0.23575391,-0.19140986,0.46720693
718937,STAAR SURGICAL CO,20191231,0.23215115,-0.0252053,0.09545564,0.18925406,0.109350875,-0.2198333,-0.4663156,-0.44569534,0.002427686,0.1968116,0.53212225,-0.09599773,0.2352654,-0.22182971,-0.16837056,0.47642663
718937,STAAR SURGICAL CO,20201231,0.27667972,-0.043164954,0.123239554,0.20069174,0.15175326,-0.21846251,-0.4815855,-0.45195836,0.010865934,0.19726777,0.54073894,-0.10406388,0.22525139,-0.23623043,-0.19203897,0.46871608
718937,STAAR SURGICAL CO,20211231,0.26937577,-0.03982255,0.1190555,0.19898877,0.1439474,-0.21982831,-0.4795472,-0.45203334,0.009004358,0.19867928,0.5407176,-0.102435604,0.22706385,-0.2345682,-0.18810865,0.4697179
718937,STAAR SURGICAL CO,20221231,0.26112884,-0.033381924,0.11640572,0.19512191,0.1342515,-0.21944763,-0.4726743,-0.4509391,0.005714752,0.19937858,0.5373454,-0.10102651,0.22902495,-0.23224679,-0.18192859,0.47471657
719135,APYX MEDICAL CORP,20171231,0.24413633,-0.03289734,0.099909954,0.19253054,0.123679206,-0.22185025,-0.4768923,-0.4497605,0.005593054,0.19849235,0.5384487,-0.094781965,0.2309587,-0.22536173,-0.17621478,0.4679175
719135,APYX MEDICAL CORP,20180930,0.06772708,-0.24795982,-0.036015105,0.3348065,-0.21261859,-0.30749154,-0.6034843,-0.3714654,0.02880428,-0.07345298,0.72739387,-0.002808731,0.7270333,-0.39226872,-0.60006756,0.7025228
719135,APYX MEDICAL CORP,20181231,2.3879094,2.8886824,2.0270865,2.2279851,1.6982068,-1.6081969,0.041341245,-0.32317138,1.5273837,0.16215132,-0.53484046,0.2837627,-0.7409396,-1.7679106,-1.0462197,0.31417897
719209,ISRAMCO INC,20171231,0.37833035,-0.044208735,0.21044236,0.2232169,0.2423951,-0.22933918,-0.4960705,-0.4798007,0.046160102,0.20567405,0.5421703,-0.13134727,0.21728392,-0.29281998,-0.2647411,0.4821467
719209,ISRAMCO INC,20181231,0.27498153,-0.037648275,0.12469994,0.19791453,0.14874679,-0.22050622,-0.47770482,-0.4531361,0.00868845,0.19980492,0.5392245,-0.10260719,0.22420698,-0.23533762,-0.18837108,0.47074342
719494,"INRAD OPTICS, INC.",20171231,0.23303919,0.0015645772,0.12187248,0.18353988,0.09076937,-0.20775752,-0.42122895,-0.43368295,-0.006180018,0.1944359,0.5071826,-0.10858548,0.2405018,-0.2256265,-0.15695193,0.51784134
719494,"INRAD OPTICS, INC.",20181231,0.24318786,-0.029007673,0.10304608,0.19136395,0.11988153,-0.22062181,-0.47043273,-0.44784343,0.004180245,0.19769353,0.53493834,-0.09585574,0.23223884,-0.22561699,-0.17477493,0.47369933
719494,"INRAD OPTICS, INC.",20191231,0.23790286,-0.015976936,0.1102313,0.18743643,0.10686304,-0.21270621,-0.4470718,-0.44090626,-0.0010633655,0.19580284,0.5212268,-0.102589175,0.23549336,-0.2245591,-0.16476332,0.4938953
719494,"INRAD OPTICS, INC.",20201231,0.24463636,-0.034605727,0.09933091,0.19257206,0.12510955,-0.22235824,-0.47892672,-0.45010978,0.0059073865,0.19815032,0.5394257,-0.09360377,0.23054753,-0.22525856,-0.17743208,0.4659573
719494,"INRAD OPTICS, INC.",20211231,0.24315344,-0.029056847,0.10283258,0.19142808,0.119703725,-0.22063482,-0.47056317,-0.4480502,0.004095044,0.19778901,0.53511226,-0.09621358,0.23243164,-0.22566813,-0.17457984,0.47372714
719494,"INRAD OPTICS, INC.",20221231,0.24084345,-0.026031882,0.10407194,0.18991594,0.11612895,-0.21818376,-0.46464777,-0.44579855,0.0026554018,0.19676492,0.5310187,-0.09707467,0.23334017,-0.22496995,-0.17203462,0.47919852
719733,KEY TRONIC CORP,20180630,0.25064301,-0.023328036,0.11588312,0.19105828,0.1208665,-0.21549231,-0.45759726,-0.4454053,0.0020832606,0.19770622,0.52811337,-0.101698205,0.2317634,-0.22898631,-0.17348187,0.48579195
719733,KEY TRONIC CORP,20190630,0.2305494,0.046965227,0.16105005,0.17419389,0.059036683,-0.190346,-0.35008883,-0.41829497,-0.01841306,0.19316027,0.46707356,-0.13051741,0.25090927,-0.23353758,-0.13802144,0.58401096
719733,KEY TRONIC CORP,20200630,0.23251647,-0.029485479,0.09182421,0.19064517,0.11333434,-0.22387716,-0.47515267,-0.4476173,0.004936993,0.19740677,0.53734165,-0.09174183,0.23367195,-0.22145629,-0.1724179,0.46748352
719733,KEY TRONIC CORP,20210630,0.2789548,-0.051020443,0.117116265,0.20412412,0.15949637,-0.22566321,-0.49734384,-0.45568734,0.015007056,0.19854546,0.54965544,-0.09962613,0.22212759,-0.23549122,-0.19757625,0.45324433
719733,KEY TRONIC CORP,20220630,0.25809008,-0.048559636,0.099831276,0.19831812,0.14393486,-0.22627713,-0.49775505,-0.45523292,0.011600032,0.19880313,0.5499699,-0.091668285,0.22562079,-0.22843689,-0.18892425,0.45011178
719733,KEY TRONIC CORP,20230630,0.26875085,-0.048409402,0.110037185,0.20092697,0.15086247,-0.22525048,-0.49519855,-0.45495266,0.012786858,0.19870704,0.5485765,-0.09637781,0.22411975,-0.23229504,-0.1926327,0.45395854
720154,BIOANALYTICAL SYSTEMS INC,20180930,0.27719253,-0.042894885,0.12187878,0.2021576,0.15484336,-0.22283556,-0.48677683,-0.4539516,0.013399459,0.19994695,0.5445376,-0.10133543,0.2222872,-0.23586982,-0.1934093,0.4607757
720154,"INOTIV, INC.",20200930,0.30120292,-0.044121414,0.1422962,0.20306958,0.17705691,-0.22382233,-0.48861384,-0.45976993,0.017582804,0.20045331,0.54228795,-0.105878815,0.21805705,-0.24571157,-0.20603757,0.4645659
720154,"INOTIV, INC.",20210930,0.14553897,0.0051325113,0.049663566,0.19331309,0.03389267,-0.24002673,-0.43860394,-0.43733948,-0.0032929815,0.2010892,0.52503717,-0.08736265,0.26446995,-0.21043193,-0.14224108,0.49548644
720154,"INOTIV, INC.",20220930,0.36943063,-0.04761225,0.19921398,0.22451305,0.23627791,-0.23036538,-0.49963802,-0.47756124,0.044640288,0.20499407,0.544948,-0.13100904,0.2168444,-0.2871461,-0.25806016,0.47460887
720875,DYNATRONICS CORP,20180630,0.24164346,-0.026177406,0.100534745,0.18656856,0.12066011,-0.22244939,-0.4716321,-0.44818395,0.0028578006,0.19771293,0.53467524,-0.09074198,0.22942871,-0.22088073,-0.17163354,0.4708999
720875,DYNATRONICS CORP,20200630,0.24176851,-0.028461471,0.10107414,0.19364795,0.11675584,-0.22193463,-0.4713337,-0.4486043,0.004186582,0.19892785,0.53639865,-0.0992403,0.23383011,-0.2266846,-0.17307511,0.47395468
720875,DYNATRONICS CORP,20210630,0.28796673,-0.031697616,-0.008071892,0.4045409,0.1716377,-0.3426329,-0.669059,-0.35219488,0.20626941,0.070109695,0.5645088,-0.071508646,0.24750587,-0.27468798,-0.36766538,0.28770924
720875,DYNATRONICS CORP,20220630,0.23850915,-0.033351764,0.098407544,0.19410527,0.116742425,-0.21902311,-0.4720729,-0.4468438,0.0054757968,0.19614342,0.53542846,-0.097203106,0.23546153,-0.2267428,-0.17655988,0.4733406
720875,DYNATRONICS CORP,20230630,0.23476416,-0.029081896,0.09971475,0.19566026,0.109443665,-0.216886,-0.4643672,-0.4440366,0.0045982003,0.19632967,0.5315212,-0.101772845,0.2380382,-0.2280068,-0.17310967,0.48049396
721371,CARDINAL HEALTH INC,20180630,0.47046348,-0.028108865,0.2887508,0.26786587,0.30968833,-0.24941334,-0.521152,-0.50158566,0.09109478,0.20541671,0.5404974,-0.15252455,0.23486456,-0.3518018,-0.35096657,0.505257
721371,CARDINAL HEALTH INC,20190630,0.2704265,-0.040073916,0.120046,0.19969071,0.14415061,-0.22343062,-0.4821152,-0.45261145,0.009594917,0.19880226,0.54271126,-0.0995492,0.22643994,-0.23589334,-0.19057763,0.46626315
721371,CARDINAL HEALTH INC,20200630,0.25760823,-0.034462184,0.11198779,0.1958443,0.13452542,-0.2195305,-0.47600928,-0.45165455,0.0065495856,0.20128575,0.53801566,-0.100455984,0.22729,-0.2306939,-0.17915408,0.47061738
721371,CARDINAL HEALTH INC,20210630,0.12606587,0.009323657,0.03802105,0.194024,0.015548341,-0.24060768,-0.4317709,-0.43228298,-0.004662849,0.19908196,0.5205296,-0.0873252,0.2709268,-0.20753148,-0.13550082,0.50066674
721371,CARDINAL HEALTH INC,20220630,0.2163019,-0.019503757,0.08521699,0.18863171,0.09625162,-0.22496486,-0.4659301,-0.44435066,0.0020930767,0.19854784,0.5321144,-0.09212471,0.2379582,-0.2178106,-0.16234782,0.4750386
721371,CARDINAL HEALTH INC,20230630,0.14342928,-0.048609182,-0.012826048,0.19443023,0.064046465,-0.19218682,-0.49567047,-0.40722728,0.018352985,0.17093399,0.5349881,-0.084139496,0.25646666,-0.17845635,-0.14768544,0.4630671
721447,CCA INDUSTRIES INC,20171130,0.29168788,-0.04677342,0.13277045,0.20471731,0.16746879,-0.22268416,-0.4890416,-0.45686358,0.016423553,0.1985433,0.54349935,-0.10659997,0.22199498,-0.24305917,-0.20264187,0.4641412
721447,CCA INDUSTRIES INC,20181130,7.065751,2.0797958,3.9103432,1.8854716,5.4832945,-2.4783664,-3.2514145,-1.0805736,2.4907806,-0.9682026,0.75259113,0.44507197,0.45746082,-1.6345594,-4.079903,1.6296828
721683,TOTAL SYSTEM SERVICES INC,20171231,0.39454737,0.1515771,0.30434608,0.31281155,0.2162886,-0.32662022,-0.41227233,-0.45659432,0.114962086,0.22499977,0.4752878,-0.0826959,0.14894801,-0.38918597,-0.29579842,0.42858082
721683,TOTAL SYSTEM SERVICES INC,20181231,0.41672158,-0.057020128,0.22521338,0.25958985,0.2680045,-0.23428257,-0.51449716,-0.49351612,0.058116578,0.20220935,0.5527971,-0.13463345,0.21959637,-0.3139946,-0.28823435,0.44009727
722572,FRANKLIN WIRELESS CORP,20180630,0.25294456,-0.035067484,0.104761474,0.19290026,0.13184957,-0.22069982,-0.47959295,-0.4498515,0.0064163543,0.19800918,0.54033196,-0.095048204,0.22856842,-0.22616753,-0.17954725,0.46751568
723533,LONGWEN GROUP CORP.,20221231,0.24257657,-0.030591205,0.0972415,0.19026732,0.12389304,-0.21996553,-0.4767167,-0.44799078,0.0052716397,0.19819304,0.53767765,-0.0934945,0.22952516,-0.22157992,-0.17287108,0.46874043
723612,"AVIS BUDGET GROUP, INC.",20201231,0.27932763,-0.0464056,0.12211638,0.20185004,0.15742886,-0.22109047,-0.48808265,-0.4535219,0.013115749,0.1977135,0.5439243,-0.10177094,0.22273476,-0.23590486,-0.19509289,0.46184844
723612,"AVIS BUDGET GROUP, INC.",20211231,0.26853976,-0.042044863,0.11788749,0.20319764,0.14676788,-0.22247931,-0.4806951,-0.4516319,0.01157625,0.20027897,0.53784657,-0.10415936,0.22254166,-0.23527992,-0.18666683,0.46416983
723612,"AVIS BUDGET GROUP, INC.",20221231,0.7949128,-0.14938286,0.6410269,0.10811226,0.63351744,-0.21637675,-0.36616123,-0.7996535,-0.16085282,0.05747557,0.53972083,0.27994728,0.4608437,-0.2954188,-0.5549144,0.71059525
724910,NVE CORP /NEW/,20180331,0.2864012,-0.034296483,0.13439584,0.20174491,0.15135211,-0.22718756,-0.48127612,-0.45900166,0.011427321,0.2023254,0.54517925,-0.11001025,0.22953865,-0.24429232,-0.19683714,0.47508806
724910,NVE CORP /NEW/,20190331,0.26931006,-0.028437614,0.12181736,0.19939509,0.13393453,-0.22982177,-0.47889042,-0.4571751,0.007641267,0.20460153,0.5456102,-0.10772301,0.23277022,-0.23800611,-0.18595232,0.4758709
724910,NVE CORP /NEW/,20200331,0.27178082,-0.02077891,0.13069627,0.199256,0.1297031,-0.2342481,-0.47236624,-0.46041965,0.005961962,0.20833497,0.54425836,-0.11085311,0.23450403,-0.24273328,-0.18558288,0.48137504
724910,NVE CORP /NEW/,20220331,0.26786563,-0.023895651,0.1284877,0.19936067,0.1316011,-0.2333942,-0.47696847,-0.45535743,0.009885974,0.20452517,0.54429054,-0.10127546,0.23423265,-0.24165294,-0.19337946,0.4796031
724910,NVE CORP /NEW/,20230331,0.2664557,-0.020094872,0.13234302,0.1998924,0.12902014,-0.23726736,-0.47448492,-0.45609838,0.00958582,0.20562305,0.5445304,-0.09945499,0.23671694,-0.24414754,-0.19576281,0.48359478
725394,DALRADA FINANCIAL CORP,20220630,0.2409454,-0.03333704,0.09814725,0.19198897,0.12133373,-0.21980226,-0.47459728,-0.4479235,0.0051494353,0.1969743,0.53634465,-0.09452194,0.23171036,-0.22430943,-0.17517585,0.4693305
725394,DALRADA FINANCIAL CORP,20230630,0.24128304,-0.033822358,0.096595235,0.19272667,0.12216228,-0.22000259,-0.4769893,-0.44803774,0.00577572,0.19742313,0.5379869,-0.09491132,0.23149674,-0.22385675,-0.17501108,0.4681928
726513,TRIBUNE MEDIA CO,20181231,0.35013545,0.02634938,0.26408535,0.21071808,0.1519692,-0.28937677,-0.42169005,-0.4996149,0.0015588067,0.22895616,0.52510494,-0.10544072,0.22213207,-0.32636535,-0.23543808,0.48504293
726958,CASEYS GENERAL STORES INC,20180430,0.17664519,0.0014247894,0.07193842,0.18462816,0.05496943,-0.22625801,-0.4365797,-0.43458915,-0.0054288916,0.19557041,0.5181792,-0.09066707,0.25362813,-0.21121842,-0.1459442,0.4987922
726958,CASEYS GENERAL STORES INC,20190430,0.2698818,-0.03646712,0.12353473,0.19787577,0.14292793,-0.2179025,-0.47331533,-0.45042384,0.007955033,0.19858629,0.53683025,-0.10258771,0.22656026,-0.2352005,-0.18712622,0.47460958
726958,CASEYS GENERAL STORES INC,20200430,0.26935282,-0.036087245,0.12367291,0.19782525,0.14219825,-0.21707287,-0.47206086,-0.4496746,0.007795304,0.1982598,0.5359438,-0.10287914,0.22670834,-0.2351892,-0.18662626,0.47559792
726958,CASEYS GENERAL STORES INC,20210430,0.2713157,-0.0378896,0.12287966,0.19915515,0.14521655,-0.21958783,-0.47695208,-0.45127904,0.009261195,0.19901669,0.53878164,-0.10253474,0.22582522,-0.23552683,-0.18851861,0.47153124
726958,CASEYS GENERAL STORES INC,20220430,0.27079117,-0.039112777,0.12168441,0.19985001,0.14540443,-0.21984987,-0.4783464,-0.45142138,0.009681009,0.1990256,0.5395043,-0.10243595,0.22582008,-0.23549709,-0.18885596,0.4700686
726958,CASEYS GENERAL STORES INC,20230430,0.27215812,-0.038440302,0.12329797,0.19951555,0.14611934,-0.21957618,-0.47739083,-0.45132476,0.009626932,0.19878425,0.53892875,-0.10271559,0.22572933,-0.23591661,-0.18928395,0.47119832
727273,CADIZ INC,20171231,0.2074388,-0.047926128,0.022065356,0.18867607,0.12609121,-0.20469154,-0.51958275,-0.4193262,0.021093905,0.17250383,0.54721904,-0.08288712,0.23096119,-0.17245197,-0.16045594,0.44875422
727273,CADIZ INC,20181231,0.21484606,-0.049048707,0.03302162,0.19090502,0.13114434,-0.20393233,-0.51460457,-0.42307723,0.020525873,0.17644002,0.54609,-0.085407004,0.22739248,-0.17935735,-0.16218702,0.44637838
727273,CADIZ INC,20191231,0.36898723,-0.051760957,0.19633767,0.2206941,0.24099356,-0.22738639,-0.50424254,-0.47703892,0.044977225,0.20348945,0.54717404,-0.12682553,0.21605532,-0.2818299,-0.25926855,0.47326854
727273,CADIZ INC,20201231,1.6774716,3.0034606,1.4960102,0.62279373,-0.47774893,-2.439612,0.624771,-1.9147365,-0.5359818,1.5545241,0.35386428,-1.4798009,0.37385607,-1.2573739,1.3451796,1.9021153
727273,CADIZ INC,20211231,1.061097,1.7922137,0.9577676,0.42898622,-0.26553896,-1.611959,0.1881041,-1.2998085,-0.32809085,1.0314052,0.405429,-0.8616603,0.23492184,-0.8083347,0.77933335,1.1898072
727273,CADIZ INC,20221231,1.108979,1.8926973,1.0093654,0.43948257,-0.29182073,-1.6799973,0.22977608,-1.3512585,-0.35249934,1.0789421,0.4006102,-0.9167334,0.24898493,-0.84536415,0.83053905,1.2547412
727510,"ENZON PHARMACEUTICALS, INC.",20171231,0.27270806,-0.03699085,0.12275266,0.20300487,0.14010426,-0.22695756,-0.48274994,-0.45666462,0.010574169,0.20195864,0.54701746,-0.10747014,0.23272426,-0.24087705,-0.19324681,0.47194463
727510,"ENZON PHARMACEUTICALS, INC.",20181231,0.24748583,-0.02074638,0.10844319,0.19441423,0.1149204,-0.2281603,-0.47057745,-0.4534012,0.004436098,0.20353296,0.5400026,-0.10408327,0.23707014,-0.2310417,-0.17487845,0.4788895
727510,"ENZON PHARMACEUTICALS, INC.",20191231,0.36821726,-0.04326667,0.20375654,0.22024623,0.2278882,-0.23196307,-0.4943813,-0.48076972,0.039031036,0.207572,0.54481685,-0.1326124,0.22129674,-0.28994596,-0.25506887,0.48330534
727510,"ENZON PHARMACEUTICALS, INC.",20201231,0.36460993,-0.037953436,0.22397074,0.2419742,0.187415,-0.23801544,-0.48531634,-0.5008052,0.037424237,0.21871054,0.57266766,-0.17715718,0.27522373,-0.3257354,-0.2762208,0.52973795
727510,"ENZON PHARMACEUTICALS, INC.",20211231,0.36325282,-0.038300633,0.2227557,0.24321929,0.18665642,-0.23734905,-0.48561394,-0.49992475,0.03852299,0.2184368,0.57286143,-0.17802311,0.27597767,-0.3256781,-0.27660084,0.52983975
727510,"ENZON PHARMACEUTICALS, INC.",20221231,0.36381418,-0.0467429,0.19550717,0.22623606,0.22676894,-0.23087217,-0.50203526,-0.47742742,0.04410343,0.20636475,0.55010766,-0.13917992,0.22474824,-0.28647512,-0.25493282,0.48118177
727634,ISIGN SOLUTIONS INC.,20171231,0.6566526,3.0109656,-0.24088839,2.2525663,-0.22676083,-1.2375116,0.35908186,0.024807394,1.773792,0.10495257,-0.86127484,-1.7503767,0.24526203,-1.524007,-0.109093264,1.6672807
727634,ISIGN SOLUTIONS INC.,20181231,0.6589689,3.0092063,-0.24374664,2.2534373,-0.23064563,-1.2416674,0.35782933,0.019112289,1.7696977,0.10168924,-0.8606609,-1.7507888,0.2544214,-1.5263251,-0.11394286,1.6721666
727634,ISIGN SOLUTIONS INC.,20191231,0.6562807,3.0074809,-0.22678831,2.2532241,-0.23143905,-1.2368857,0.36604202,0.013489157,1.7693124,0.11362614,-0.8603754,-1.7552382,0.2575744,-1.5376083,-0.11523664,1.6801856
727634,ISIGN SOLUTIONS INC.,20201231,0.6508751,3.0022287,-0.24177003,2.2459173,-0.2211678,-1.2297184,0.35403907,0.031532764,1.7780118,0.10498129,-0.8587246,-1.7428031,0.23991339,-1.5183254,-0.111559525,1.6615901
727634,ISIGN SOLUTIONS INC.,20211231,0.6516043,3.003016,-0.24632281,2.2454517,-0.22110546,-1.2308671,0.35204315,0.03340131,1.7778507,0.10198956,-0.8587835,-1.7418518,0.23819062,-1.5145853,-0.10994308,1.6590524
